YTID,start_seconds,end_seconds,positive_labels,youtube_url
AIrHVeCgtM,30.000,40.000,"/m/02rhddq,/m/07r04,/m/07yv9,/m/09x0r",https://www.youtube.com/watch?v=AIrHVeCgtM
ASYwidRD7M,30.000,40.000,/m/01d3sd,https://www.youtube.com/watch?v=ASYwidRD7M
AgbNy9f2sg,80.000,90.000,"/m/019jd,/m/06q74",https://www.youtube.com/watch?v=AgbNy9f2sg
Ar7D-GARhI,30.000,40.000,"/m/07bgp,/m/07q0h5t,/m/09x0r",https://www.youtube.com/watch?v=Ar7D-GARhI
AswFDuOptQ,0.000,10.000,"/m/04k94,/m/04rlf,/m/09x0r",https://www.youtube.com/watch?v=AswFDuOptQ
AvC89aikTw,180.000,190.000,/m/0242l,https://www.youtube.com/watch?v=AvC89aikTw
B3_mFE3pog,30.000,40.000,/m/07qfgpx,https://www.youtube.com/watch?v=B3_mFE3pog
BIMKnb3tlo,410.000,420.000,"/m/01p970,/m/026t6,/m/0l14md",https://www.youtube.com/watch?v=BIMKnb3tlo
BcwR0CSZ4w,150.000,160.000,"/m/07mzm6,/m/07ppn3j,/m/0ytgt",https://www.youtube.com/watch?v=BcwR0CSZ4w
BqpAyCLh7U,450.000,460.000,"/m/01m2v,/m/04rlf,/m/09x0r",https://www.youtube.com/watch?v=BqpAyCLh7U
BwM5Va6XFg,70.000,80.000,"/m/023pjk,/m/04brg2",https://www.youtube.com/watch?v=BwM5Va6XFg
BxQ9nkrId4,30.000,40.000,/m/07qv_x_,https://www.youtube.com/watch?v=BxQ9nkrId4
By_0iIghuE,30.000,40.000,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk",https://www.youtube.com/watch?v=By_0iIghuE
C5dEU4zpJg,30.000,40.000,"/m/025_jnm,/m/04rlf",https://www.youtube.com/watch?v=C5dEU4zpJg
CHMeZVAe2s,30.000,40.000,/m/01jg1z,https://www.youtube.com/watch?v=CHMeZVAe2s
CIxoobEubQ,250.000,260.000,"/m/02p01q,/m/07pdjhy,/m/083vt",https://www.youtube.com/watch?v=CIxoobEubQ
CUp_Tmg2Y0,30.000,40.000,"/m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/0bm02,/m/0l14md",https://www.youtube.com/watch?v=CUp_Tmg2Y0
CgdUiJaNdU,170.000,180.000,"/m/07sq110,/m/09x0r",https://www.youtube.com/watch?v=CgdUiJaNdU
CniGkDLq-Y,30.000,40.000,"/m/04rlf,/t/dd00004",https://www.youtube.com/watch?v=CniGkDLq-Y
DBcp6YGi6k,30.000,40.000,/t/dd00018,https://www.youtube.com/watch?v=DBcp6YGi6k
DLL8LaKq-c,19.000,29.000,"/m/07pws3f,/m/09x0r",https://www.youtube.com/watch?v=DLL8LaKq-c
DNkAalo7og,30.000,40.000,"/m/02mk9,/m/07pb8fc,/t/dd00066",https://www.youtube.com/watch?v=DNkAalo7og
DWRAxaH_RY,300.000,310.000,"/m/04rlf,/m/09x0r,/m/0l156b",https://www.youtube.com/watch?v=DWRAxaH_RY
DYZX74qgFQ,30.000,40.000,"/m/04rlf,/t/dd00032",https://www.youtube.com/watch?v=DYZX74qgFQ
DZMYxyB6L8,40.000,50.000,/m/05lls,https://www.youtube.com/watch?v=DZMYxyB6L8
D_ljLTbCK0,220.000,230.000,"/m/04rlf,/m/09ct_",https://www.youtube.com/watch?v=D_ljLTbCK0
DcMk015qSA,290.000,300.000,/m/07qh7jl,https://www.youtube.com/watch?v=DcMk015qSA
DeAdhYKbGE,290.000,300.000,"/m/0192l,/m/085jw",https://www.youtube.com/watch?v=DeAdhYKbGE
Dj2PfPmynQ,30.000,40.000,"/m/04rlf,/m/0l14jd,/t/dd00003,/t/dd00004",https://www.youtube.com/watch?v=Dj2PfPmynQ
Dl-VzBPd9E,270.000,280.000,/m/028ght,https://www.youtube.com/watch?v=Dl-VzBPd9E
Dtir74TiUM,40.000,50.000,"/m/01hgjl,/m/0283d,/m/04rlf,/m/07qb_dv",https://www.youtube.com/watch?v=Dtir74TiUM
DvxsHG1tuo,410.000,420.000,"/m/04rlf,/m/05zppz,/m/07sr1lc,/m/09x0r",https://www.youtube.com/watch?v=DvxsHG1tuo
E013cWxoMo,10.000,20.000,/m/02_nn,https://www.youtube.com/watch?v=E013cWxoMo
ECK_BisOLM,20.000,30.000,"/m/04rlf,/t/dd00006",https://www.youtube.com/watch?v=ECK_BisOLM
EDGR1davAc,40.000,50.000,/m/0gy1t2s,https://www.youtube.com/watch?v=EDGR1davAc
EDhb2m8qhk,30.000,40.000,"/m/01z7dr,/m/04rlf",https://www.youtube.com/watch?v=EDhb2m8qhk
EFS2mihxs0,240.000,250.000,"/m/02rhddq,/m/07yv9,/t/dd00129",https://www.youtube.com/watch?v=EFS2mihxs0
ETHxO8vrAg,30.000,40.000,"/m/015lz1,/m/04rlf,/t/dd00004",https://www.youtube.com/watch?v=ETHxO8vrAg
ETSfElMyNc,220.000,230.000,/m/0chx_,https://www.youtube.com/watch?v=ETSfElMyNc
En5nC5Tka4,30.000,40.000,"/m/07qlwh6,/m/09x0r",https://www.youtube.com/watch?v=En5nC5Tka4
F8ZP9sXcKM,5.000,15.000,/t/dd00006,https://www.youtube.com/watch?v=F8ZP9sXcKM
FEPOSP7ay0,260.000,270.000,/m/0395lw,https://www.youtube.com/watch?v=FEPOSP7ay0
FFx68qSAuY,190.000,200.000,"/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md",https://www.youtube.com/watch?v=FFx68qSAuY
FT5MbWPCzg,540.000,550.000,/m/03w41f,https://www.youtube.com/watch?v=FT5MbWPCzg
FVBrg2qeIA,90.000,100.000,"/m/0342h,/m/04rlf,/m/04szw,/m/07rwj3x,/m/09x0r,/m/0fx80y",https://www.youtube.com/watch?v=FVBrg2qeIA
FYyJ2sAWk4,200.000,210.000,/m/0242l,https://www.youtube.com/watch?v=FYyJ2sAWk4
Fby-7z_JpE,0.000,8.000,/m/07q5rw0,https://www.youtube.com/watch?v=Fby-7z_JpE
FlvaZQOr2I,90.000,100.000,"/m/04rlf,/t/dd00037",https://www.youtube.com/watch?v=FlvaZQOr2I
Fn3Ze8xVOE,210.000,220.000,"/m/05w3f,/m/0dl5d",https://www.youtube.com/watch?v=Fn3Ze8xVOE
G3Ph35cTy0,30.000,40.000,"/m/09x0r,/t/dd00136",https://www.youtube.com/watch?v=G3Ph35cTy0
GDC7PuqdOM,30.000,40.000,"/m/02mk9,/m/07pb8fc,/t/dd00066,/t/dd00130",https://www.youtube.com/watch?v=GDC7PuqdOM
GI5PbO6j50,30.000,40.000,/m/03qc9zr,https://www.youtube.com/watch?v=GI5PbO6j50
GREE8GdRrc,30.000,40.000,"/m/02z32qm,/t/dd00129",https://www.youtube.com/watch?v=GREE8GdRrc
G_hnfp4a0M,30.000,40.000,"/m/04rlf,/m/07pbtc8",https://www.youtube.com/watch?v=G_hnfp4a0M
GaHBgRGi4s,10.000,20.000,"/m/04rlf,/m/07rkbfh,/m/09x0r,/t/dd00126",https://www.youtube.com/watch?v=GaHBgRGi4s
GbQWmFzVdY,60.000,70.000,"/m/01h3n,/m/03vt0,/m/0h2mp",https://www.youtube.com/watch?v=GbQWmFzVdY
GiRtQZlnbw,280.000,290.000,"/m/04_sv,/m/07yv9",https://www.youtube.com/watch?v=GiRtQZlnbw
GlZ819IHfE,30.000,40.000,/m/07pn_8q,https://www.youtube.com/watch?v=GlZ819IHfE
H5WnRXsnoM,130.000,140.000,"/m/07qwdck,/m/09x0r,/t/dd00125",https://www.youtube.com/watch?v=H5WnRXsnoM
H5kC4WsuI8,30.000,40.000,"/m/07qcpgn,/m/09x0r",https://www.youtube.com/watch?v=H5kC4WsuI8
H7l8OjHID4,10.000,20.000,"/m/06xkwv,/m/07rcgpl",https://www.youtube.com/watch?v=H7l8OjHID4
HLoD4GWMtw,4.000,14.000,/m/04rmv,https://www.youtube.com/watch?v=HLoD4GWMtw
HN5kqCKpEA,30.000,40.000,"/m/04rlf,/m/07pws3f,/m/09x0r",https://www.youtube.com/watch?v=HN5kqCKpEA
Hav5URxl74,30.000,40.000,/m/04fgwm,https://www.youtube.com/watch?v=Hav5URxl74
HlS6jz-f0I,170.000,180.000,"/m/04rlf,/m/0dq0md",https://www.youtube.com/watch?v=HlS6jz-f0I
HnNrGtKXp4,30.000,40.000,"/m/04rlf,/m/0m0jc",https://www.youtube.com/watch?v=HnNrGtKXp4
HvtS74RG8w,240.000,250.000,/m/03l9g,https://www.youtube.com/watch?v=HvtS74RG8w
IKwiAsgpAI,500.000,510.000,"/m/02p01q,/m/07pdjhy,/m/083vt",https://www.youtube.com/watch?v=IKwiAsgpAI
IWlQN6cfe4,30.000,40.000,/m/07pbtc8,https://www.youtube.com/watch?v=IWlQN6cfe4
IZsyroG6yo,420.000,430.000,"/m/07rkbfh,/m/09x0r",https://www.youtube.com/watch?v=IZsyroG6yo
ItCGHv_9Gs,3.000,13.000,"/m/07r4wb8,/m/09x0r",https://www.youtube.com/watch?v=ItCGHv_9Gs
J0H5ah1G7A,30.000,40.000,"/m/025td0t,/m/04rlf",https://www.youtube.com/watch?v=J0H5ah1G7A
JBvPwxaVVg,110.000,120.000,"/m/04rlf,/m/07qnq_y,/m/09x0r",https://www.youtube.com/watch?v=JBvPwxaVVg
JKLmqDk9p8,490.000,500.000,"/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1,/t/dd00038",https://www.youtube.com/watch?v=JKLmqDk9p8
JOKwS64mRU,150.000,160.000,"/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092",https://www.youtube.com/watch?v=JOKwS64mRU
JVWfFPBl84,330.000,340.000,/m/0l14t7,https://www.youtube.com/watch?v=JVWfFPBl84
Jam3cjbeFQ,30.000,40.000,"/m/07pws3f,/m/09x0r",https://www.youtube.com/watch?v=Jam3cjbeFQ
JbPonixXS4,0.000,10.000,"/m/01j4z9,/m/0_ksk",https://www.youtube.com/watch?v=JbPonixXS4
JfXNXGi-l8,70.000,80.000,/m/03wvsk,https://www.youtube.com/watch?v=JfXNXGi-l8
JfpacjZWyw,30.000,40.000,/m/01c194,https://www.youtube.com/watch?v=JfpacjZWyw
Jie0k7xUIk,10.000,20.000,"/m/012xff,/m/07r5v4s",https://www.youtube.com/watch?v=Jie0k7xUIk
JuVh6islEI,30.000,40.000,"/m/06bz3,/m/09x0r",https://www.youtube.com/watch?v=JuVh6islEI
K-k1pxeRtQ,30.000,40.000,"/m/03qtwd,/m/04gy_2",https://www.youtube.com/watch?v=K-k1pxeRtQ
K4R9SXZZsk,10.000,20.000,"/m/012f08,/m/07yv9,/m/096m7z,/m/0k4j",https://www.youtube.com/watch?v=K4R9SXZZsk
KElVp2r03E,530.000,540.000,"/m/018w8,/m/07rjzl8,/m/09x0r",https://www.youtube.com/watch?v=KElVp2r03E
KaRoM5LnHc,30.000,40.000,"/m/07pyf11,/m/09x0r",https://www.youtube.com/watch?v=KaRoM5LnHc
KengzYsTkk,60.000,70.000,/m/06hck5,https://www.youtube.com/watch?v=KengzYsTkk
KiAK66YwW8,150.000,160.000,"/m/07r4k75,/m/09x0r",https://www.youtube.com/watch?v=KiAK66YwW8
L44JqysUy8,190.000,200.000,"/m/07qc9xj,/m/09x0r,/t/dd00125",https://www.youtube.com/watch?v=L44JqysUy8
L68XDzhn2g,80.000,90.000,"/m/02x984l,/m/09x0r",https://www.youtube.com/watch?v=L68XDzhn2g
LB1RoVe8Xc,270.000,280.000,"/m/04rlf,/m/07rrh0c",https://www.youtube.com/watch?v=LB1RoVe8Xc
LBl0UeKNyU,430.000,440.000,"/m/07p6mqd,/m/09x0r,/t/dd00125,/t/dd00128",https://www.youtube.com/watch?v=LBl0UeKNyU
LQM385KSMY,30.000,40.000,"/m/0155w,/m/04rlf,/m/06j6l,/m/06rqw",https://www.youtube.com/watch?v=LQM385KSMY
M-6VinyMiY,30.000,40.000,"/m/04rlf,/t/dd00033",https://www.youtube.com/watch?v=M-6VinyMiY
MZx1np1Ddc,30.000,40.000,"/m/01jnbd,/m/09x0r",https://www.youtube.com/watch?v=MZx1np1Ddc
M_5w6KKfgQ,0.000,10.000,"/m/04rlf,/m/07r4wb8,/m/09x0r",https://www.youtube.com/watch?v=M_5w6KKfgQ
MfaG0whPJc,130.000,140.000,"/m/07qv4k0,/t/dd00129",https://www.youtube.com/watch?v=MfaG0whPJc
MtYGIr-o08,50.000,60.000,"/m/03qtwd,/m/04gy_2",https://www.youtube.com/watch?v=MtYGIr-o08
Mu1AWT_x54,320.000,330.000,"/m/03v3yw,/m/09x0r",https://www.youtube.com/watch?v=Mu1AWT_x54
N2reaP4SoI,30.000,40.000,"/m/042v_gx,/m/04rlf,/m/07s0s5r,/m/09x0r",https://www.youtube.com/watch?v=N2reaP4SoI
NC5li0b4eY,30.000,40.000,"/m/04rlf,/t/dd00003,/t/dd00004,/t/dd00006",https://www.youtube.com/watch?v=NC5li0b4eY
NNjOlPg0y0,0.000,5.000,"/m/04rlf,/m/07c52",https://www.youtube.com/watch?v=NNjOlPg0y0
NPqCu4DyAM,30.000,40.000,"/m/04rlf,/t/dd00032",https://www.youtube.com/watch?v=NPqCu4DyAM
N_vl1d7TFA,30.000,40.000,"/m/01yrx,/m/02yds9,/m/04rlf,/m/068hy,/m/0jbk",https://www.youtube.com/watch?v=N_vl1d7TFA
NmjCyqIavI,30.000,40.000,"/m/02cz_7,/m/04rlf,/m/0y4f8",https://www.youtube.com/watch?v=NmjCyqIavI
NutOdeXH8s,50.000,60.000,/m/07pqc89,https://www.youtube.com/watch?v=NutOdeXH8s
NwuLeOWpLk,420.000,430.000,/m/01lsmm,https://www.youtube.com/watch?v=NwuLeOWpLk
O842QWtymw,0.000,6.000,"/m/07st88b,/m/09ld4",https://www.youtube.com/watch?v=O842QWtymw
O9mnfC61Ac,0.000,10.000,/m/01lyv,https://www.youtube.com/watch?v=O9mnfC61Ac
ODqYMQFwsY,30.000,40.000,/t/dd00134,https://www.youtube.com/watch?v=ODqYMQFwsY
ODzHayGHvk,50.000,60.000,/m/0ghcn6,https://www.youtube.com/watch?v=ODzHayGHvk
OIGA3xjYyQ,0.000,10.000,/m/07rdhzs,https://www.youtube.com/watch?v=OIGA3xjYyQ
OYfLX-2kmU,30.000,40.000,"/m/0140xf,/m/04rlf",https://www.youtube.com/watch?v=OYfLX-2kmU
OaOY7-71ME,90.000,100.000,"/m/04rlf,/m/0ggx5q",https://www.youtube.com/watch?v=OaOY7-71ME
OylLzMa0d0,100.000,110.000,"/m/04rlf,/m/07p78v5",https://www.youtube.com/watch?v=OylLzMa0d0
PFO-nCfRq0,0.000,9.000,"/m/01jt3m,/m/0838f",https://www.youtube.com/watch?v=PFO-nCfRq0
PIuJAAplqI,210.000,220.000,"/m/016cjb,/m/04rlf",https://www.youtube.com/watch?v=PIuJAAplqI
Pvyzs28PJw,20.000,30.000,"/m/03cczk,/m/07pdhp0,/m/07s12q4",https://www.youtube.com/watch?v=Pvyzs28PJw
Q9WotFs1MI,30.000,40.000,/m/07pczhz,https://www.youtube.com/watch?v=Q9WotFs1MI
QE9dqhf_D8,170.000,180.000,"/m/0642b4,/m/09x0r",https://www.youtube.com/watch?v=QE9dqhf_D8
QSNQGKiGT4,260.000,270.000,/m/03qc9zr,https://www.youtube.com/watch?v=QSNQGKiGT4
QVqh513RxQ,15.000,25.000,"/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136",https://www.youtube.com/watch?v=QVqh513RxQ
QcXMPUNMeM,0.000,10.000,"/m/09x0r,/t/dd00121,/t/dd00125",https://www.youtube.com/watch?v=QcXMPUNMeM
QivqOnaPIc,100.000,110.000,"/m/08j51y,/m/09x0r",https://www.youtube.com/watch?v=QivqOnaPIc
QoZQDW4qjU,30.000,40.000,"/m/04rlf,/m/068hy,/m/07r_k2n,/m/0bt9lr,/m/0jbk,/t/dd00136",https://www.youtube.com/watch?v=QoZQDW4qjU
R0267o4lLk,60.000,70.000,"/m/0239kh,/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md",https://www.youtube.com/watch?v=R0267o4lLk
R9gJXtS07g,0.000,10.000,"/m/04rlf,/m/07phhsh",https://www.youtube.com/watch?v=R9gJXtS07g
RAdrtCW1hI,70.000,80.000,"/m/032s66,/m/073cg4",https://www.youtube.com/watch?v=RAdrtCW1hI
RIzfomIqZc,30.000,40.000,"/m/04rlf,/m/07bjf,/m/09x0r",https://www.youtube.com/watch?v=RIzfomIqZc
RPKtQIGBOY,30.000,40.000,/m/03cczk,https://www.youtube.com/watch?v=RPKtQIGBOY
RRi3QktLdc,500.000,510.000,"/m/09x0r,/m/0ytgt,/t/dd00013,/t/dd00128",https://www.youtube.com/watch?v=RRi3QktLdc
RZ01HFrafg,6.000,16.000,/m/07qs1cx,https://www.youtube.com/watch?v=RZ01HFrafg
RfUo7Hb8TE,30.000,40.000,"/m/01b9nn,/m/04rlf,/m/09x0r",https://www.youtube.com/watch?v=RfUo7Hb8TE
Rl7NZwtVmA,40.000,50.000,/m/05_wcq,https://www.youtube.com/watch?v=Rl7NZwtVmA
